org.apache.camel.Body	MemberReference,MemberReference
org.apache.camel.processor.DelegateProcessor	DelegateProcessor,ReferenceType,VariableDeclarator,DelegateProcessor,DelegateProcessor,next,ReferenceType,StatementExpression,MemberReference,MemberReference,process,exchange,ReferenceType,StatementExpression,processNext(),MemberReference,processNext,exchange,ReferenceType,IfStatement,MemberReference,BlockStatement,StatementExpression,process(),MemberReference,toString,ReferenceType,ReturnStatement,MemberReference,getNext,ReferenceType,ReturnStatement,MemberReference,setNext,next,ReferenceType,StatementExpression,MemberReference,MemberReference,doStart,StatementExpression,startServices(),MemberReference,doStop,StatementExpression,stopServices(),MemberReference,ReferenceType,ReferenceType
org.apache.camel.processor.ErrorHandler	ErrorHandler,ReferenceType
org.apache.camel.processor.FilterProcessor	FilterProcessor,ReferenceType,ReferenceType,VariableDeclarator,ReferenceType,VariableDeclarator,FilterProcessor,predicate,ReferenceType,ReferenceType,processor,ReferenceType,StatementExpression,MemberReference,MemberReference,StatementExpression,MemberReference,MemberReference,process,exchange,ReferenceType,IfStatement,matches(),MemberReference,BlockStatement,StatementExpression,process(),MemberReference,toString,ReferenceType,ReturnStatement,MemberReference,MemberReference,getPredicate,ReferenceType,ReferenceType,ReturnStatement,MemberReference,getProcessor,ReferenceType,ReturnStatement,MemberReference,doStart,StatementExpression,startServices(),MemberReference,doStop,StatementExpression,stopServices(),MemberReference,ReferenceType,ReferenceType
org.apache.camel.processor.Logger	Logger,ReferenceType,VariableDeclarator,ReferenceType,VariableDeclarator,Logger,StatementExpression,getLog(),ReferenceType,Logger,log,ReferenceType,StatementExpression,MemberReference,MemberReference,Logger,log,ReferenceType,level,ReferenceType,StatementExpression,MemberReference,MemberReference,StatementExpression,MemberReference,MemberReference,toString,ReferenceType,ReturnStatement,MemberReference,process,exchange,ReferenceType,SwitchStatement,MemberReference,SwitchStatementCase,IfStatement,isDebugEnabled(),BlockStatement,StatementExpression,debug(),logMessage(),MemberReference,BreakStatement,SwitchStatementCase,IfStatement,isErrorEnabled(),BlockStatement,StatementExpression,error(),logMessage(),MemberReference,BreakStatement,SwitchStatementCase,IfStatement,isFatalEnabled(),BlockStatement,StatementExpression,fatal(),logMessage(),MemberReference,BreakStatement,SwitchStatementCase,IfStatement,isInfoEnabled(),BlockStatement,StatementExpression,debug(),logMessage(),MemberReference,BreakStatement,SwitchStatementCase,IfStatement,isTraceEnabled(),BlockStatement,StatementExpression,trace(),logMessage(),MemberReference,BreakStatement,SwitchStatementCase,IfStatement,isWarnEnabled(),BlockStatement,StatementExpression,warn(),logMessage(),MemberReference,BreakStatement,SwitchStatementCase,StatementExpression,error(),MemberReference,logMessage(),MemberReference,log,message,ReferenceType,SwitchStatement,MemberReference,SwitchStatementCase,IfStatement,isDebugEnabled(),BlockStatement,StatementExpression,debug(),MemberReference,BreakStatement,SwitchStatementCase,IfStatement,isErrorEnabled(),BlockStatement,StatementExpression,error(),MemberReference,BreakStatement,SwitchStatementCase,IfStatement,isFatalEnabled(),BlockStatement,StatementExpression,fatal(),MemberReference,BreakStatement,SwitchStatementCase,IfStatement,isInfoEnabled(),BlockStatement,StatementExpression,debug(),MemberReference,BreakStatement,SwitchStatementCase,IfStatement,isTraceEnabled(),BlockStatement,StatementExpression,trace(),MemberReference,BreakStatement,SwitchStatementCase,IfStatement,isWarnEnabled(),BlockStatement,StatementExpression,warn(),MemberReference,BreakStatement,SwitchStatementCase,StatementExpression,error(),MemberReference,MemberReference,log,message,ReferenceType,exception,ReferenceType,SwitchStatement,MemberReference,SwitchStatementCase,IfStatement,isDebugEnabled(),BlockStatement,StatementExpression,debug(),MemberReference,MemberReference,BreakStatement,SwitchStatementCase,IfStatement,isErrorEnabled(),BlockStatement,StatementExpression,error(),MemberReference,MemberReference,BreakStatement,SwitchStatementCase,IfStatement,isFatalEnabled(),BlockStatement,StatementExpression,fatal(),MemberReference,MemberReference,BreakStatement,SwitchStatementCase,IfStatement,isInfoEnabled(),BlockStatement,StatementExpression,debug(),MemberReference,MemberReference,BreakStatement,SwitchStatementCase,IfStatement,isTraceEnabled(),BlockStatement,StatementExpression,trace(),MemberReference,MemberReference,BreakStatement,SwitchStatementCase,IfStatement,isWarnEnabled(),BlockStatement,StatementExpression,warn(),MemberReference,MemberReference,BreakStatement,SwitchStatementCase,StatementExpression,error(),MemberReference,MemberReference,MemberReference,logMessage,ReferenceType,exchange,ReferenceType,ReturnStatement,MemberReference,getLog,ReferenceType,ReturnStatement,MemberReference,setLog,log,ReferenceType,StatementExpression,MemberReference,MemberReference,getLevel,ReferenceType,ReturnStatement,MemberReference,setLevel,level,ReferenceType,StatementExpression,MemberReference,MemberReference,ReferenceType
org.apache.camel.processor.LoggingErrorHandler	LoggingErrorHandler,ReferenceType,VariableDeclarator,ReferenceType,VariableDeclarator,ReferenceType,VariableDeclarator,LoggingErrorHandler,output,ReferenceType,StatementExpression,MemberReference,getLog(),ReferenceType,MemberReference,LoggingErrorHandler,output,ReferenceType,log,ReferenceType,level,ReferenceType,StatementExpression,MemberReference,MemberReference,StatementExpression,MemberReference,MemberReference,StatementExpression,MemberReference,MemberReference,toString,ReferenceType,ReturnStatement,MemberReference,process,exchange,ReferenceType,TryStatement,StatementExpression,process(),MemberReference,CatchClause,e,StatementExpression,logError(),MemberReference,MemberReference,getOutput,ReferenceType,ReturnStatement,MemberReference,getLevel,ReferenceType,ReturnStatement,MemberReference,setLevel,level,ReferenceType,StatementExpression,MemberReference,MemberReference,getLog,ReferenceType,ReturnStatement,MemberReference,setLog,log,ReferenceType,StatementExpression,MemberReference,MemberReference,logError,exchange,ReferenceType,e,ReferenceType,SwitchStatement,MemberReference,SwitchStatementCase,IfStatement,isDebugEnabled(),BlockStatement,StatementExpression,debug(),logMessage(),MemberReference,MemberReference,MemberReference,BreakStatement,SwitchStatementCase,IfStatement,isErrorEnabled(),BlockStatement,StatementExpression,error(),logMessage(),MemberReference,MemberReference,MemberReference,BreakStatement,SwitchStatementCase,IfStatement,isFatalEnabled(),BlockStatement,StatementExpression,fatal(),logMessage(),MemberReference,MemberReference,MemberReference,BreakStatement,SwitchStatementCase,IfStatement,isInfoEnabled(),BlockStatement,StatementExpression,debug(),logMessage(),MemberReference,MemberReference,MemberReference,BreakStatement,SwitchStatementCase,IfStatement,isTraceEnabled(),BlockStatement,StatementExpression,trace(),logMessage(),MemberReference,MemberReference,MemberReference,BreakStatement,SwitchStatementCase,IfStatement,isWarnEnabled(),BlockStatement,StatementExpression,warn(),logMessage(),MemberReference,MemberReference,MemberReference,BreakStatement,SwitchStatementCase,StatementExpression,error(),MemberReference,logMessage(),MemberReference,MemberReference,MemberReference,logMessage,ReferenceType,exchange,ReferenceType,e,ReferenceType,ReturnStatement,MemberReference,MemberReference,doStart,StatementExpression,startServices(),MemberReference,doStop,StatementExpression,stopServices(),MemberReference,ReferenceType,ReferenceType
org.apache.camel.processor.LoggingLevel	
org.apache.camel.processor.MulticastProcessor	MulticastProcessor,ReferenceType,ReferenceType,VariableDeclarator,toProducers,ReferenceType,ReferenceType,ReferenceType,endpoints,ReferenceType,ReferenceType,ReferenceType,ReferenceType,VariableDeclarator,ArrayList,ReferenceType,ReferenceType,ForStatement,EnhancedForControl,ReferenceType,VariableDeclarator,MemberReference,BlockStatement,StatementExpression,add(),createProducer(),ReturnStatement,MemberReference,MulticastProcessor,endpoints,ReferenceType,ReferenceType,StatementExpression,MemberReference,toProducers(),MemberReference,toString,ReferenceType,ReturnStatement,getEndpoints(),process,exchange,ReferenceType,ForStatement,EnhancedForControl,ReferenceType,VariableDeclarator,MemberReference,BlockStatement,ReferenceType,VariableDeclarator,copyExchangeStrategy(),MemberReference,MemberReference,StatementExpression,process(),MemberReference,doStop,ForStatement,EnhancedForControl,ReferenceType,VariableDeclarator,MemberReference,BlockStatement,StatementExpression,stop(),doStart,ForStatement,EnhancedForControl,ReferenceType,VariableDeclarator,MemberReference,BlockStatement,StatementExpression,start(),getProducers,ReferenceType,ReferenceType,ReturnStatement,MemberReference,getEndpoints,ReferenceType,ReferenceType,ReferenceType,ReferenceType,VariableDeclarator,ArrayList,ReferenceType,ReferenceType,ForStatement,EnhancedForControl,ReferenceType,VariableDeclarator,MemberReference,BlockStatement,StatementExpression,add(),getEndpoint(),ReturnStatement,MemberReference,copyExchangeStrategy,ReferenceType,producer,ReferenceType,exchange,ReferenceType,ReturnStatement,createExchange(),MemberReference,ReferenceType,ReferenceType
org.apache.camel.processor.Pipeline	Pipeline,Pipeline,endpoints,ReferenceType,ReferenceType,StatementExpression,MemberReference,process,exchange,ReferenceType,ReferenceType,VariableDeclarator,MemberReference,BasicType,VariableDeclarator,ForStatement,EnhancedForControl,ReferenceType,VariableDeclarator,getProducers(),BlockStatement,IfStatement,MemberReference,BlockStatement,StatementExpression,MemberReference,BlockStatement,StatementExpression,MemberReference,createNextExchange(),MemberReference,MemberReference,StatementExpression,process(),MemberReference,createNextExchange,ReferenceType,producer,ReferenceType,previousExchange,ReferenceType,ReferenceType,VariableDeclarator,createExchange(),MemberReference,ReferenceType,VariableDeclarator,getOut(),getBody(),IfStatement,MemberReference,BlockStatement,StatementExpression,getIn(),setBody(),MemberReference,ReturnStatement,MemberReference,copyExchangeStrategy,ReferenceType,exchange,ReferenceType,ReturnStatement,copy(),toString,ReferenceType,ReturnStatement,getEndpoints(),ReferenceType,ReferenceType
org.apache.camel.processor.RecipientList	RecipientList,ReferenceType,ReferenceType,VariableDeclarator,ReferenceType,ReferenceType,VariableDeclarator,ProducerCache,ReferenceType,ReferenceType,RecipientList,expression,ReferenceType,ReferenceType,StatementExpression,notNull(),MemberReference,StatementExpression,MemberReference,MemberReference,toString,ReferenceType,ReturnStatement,MemberReference,process,exchange,ReferenceType,ReferenceType,VariableDeclarator,evaluate(),MemberReference,ReferenceType,VariableDeclarator,iterator(),MemberReference,WhileStatement,hasNext(),BlockStatement,ReferenceType,VariableDeclarator,next(),ReferenceType,ReferenceType,VariableDeclarator,resolveEndpoint(),MemberReference,MemberReference,StatementExpression,getProducer(),process(),MemberReference,MemberReference,resolveEndpoint,ReferenceType,ReferenceType,exchange,ReferenceType,recipient,ReferenceType,ReturnStatement,resolveEndpoint(),MemberReference,MemberReference,doStop,StatementExpression,stop(),doStart,ReferenceType,ReferenceType
org.apache.camel.processor.RedeliveryPolicy	RedeliveryPolicy,ReferenceType,VariableDeclarator,BasicType,VariableDeclarator,BasicType,VariableDeclarator,BasicType,VariableDeclarator,BasicType,VariableDeclarator,BasicType,VariableDeclarator,BasicType,VariableDeclarator,RedeliveryPolicy,toString,ReferenceType,ReturnStatement,MemberReference,copy,ReferenceType,TryStatement,ReturnStatement,ReferenceType,clone(),CatchClause,e,ThrowStatement,RuntimeException,ReferenceType,MemberReference,MemberReference,shouldRedeliver,BasicType,redeliveryCounter,BasicType,ReturnStatement,MemberReference,getMaximumRedeliveries(),maximumRedeliveries,ReferenceType,maximumRedeliveries,BasicType,StatementExpression,setMaximumRedeliveries(),MemberReference,ReturnStatement,initialRedeliveryDelay,ReferenceType,initialRedeliveryDelay,BasicType,StatementExpression,setInitialRedeliveryDelay(),MemberReference,ReturnStatement,useCollisionAvoidance,ReferenceType,StatementExpression,setUseCollisionAvoidance(),ReturnStatement,useExponentialBackOff,ReferenceType,StatementExpression,setUseExponentialBackOff(),ReturnStatement,backOffMultiplier,ReferenceType,backOffMultiplier,BasicType,StatementExpression,useExponentialBackOff(),StatementExpression,setBackOffMultiplier(),MemberReference,ReturnStatement,collisionAvoidancePercent,ReferenceType,collisionAvoidancePercent,BasicType,StatementExpression,useCollisionAvoidance(),StatementExpression,setCollisionAvoidancePercent(),MemberReference,ReturnStatement,getBackOffMultiplier,BasicType,ReturnStatement,MemberReference,setBackOffMultiplier,backOffMultiplier,BasicType,StatementExpression,MemberReference,MemberReference,getCollisionAvoidancePercent,BasicType,ReturnStatement,BasicType,round(),MemberReference,setCollisionAvoidancePercent,collisionAvoidancePercent,BasicType,StatementExpression,MemberReference,MemberReference,getCollisionAvoidanceFactor,BasicType,ReturnStatement,MemberReference,setCollisionAvoidanceFactor,collisionAvoidanceFactor,BasicType,StatementExpression,MemberReference,MemberReference,getInitialRedeliveryDelay,BasicType,ReturnStatement,MemberReference,setInitialRedeliveryDelay,initialRedeliveryDelay,BasicType,StatementExpression,MemberReference,MemberReference,getMaximumRedeliveries,BasicType,ReturnStatement,MemberReference,setMaximumRedeliveries,maximumRedeliveries,BasicType,StatementExpression,MemberReference,MemberReference,getRedeliveryDelay,BasicType,previousDelay,BasicType,BasicType,VariableDeclarator,IfStatement,MemberReference,BlockStatement,StatementExpression,MemberReference,MemberReference,IfStatement,MemberReference,MemberReference,BlockStatement,StatementExpression,MemberReference,round(),MemberReference,MemberReference,BlockStatement,StatementExpression,MemberReference,MemberReference,IfStatement,MemberReference,BlockStatement,ReferenceType,VariableDeclarator,getRandomNumberGenerator(),BasicType,VariableDeclarator,nextBoolean(),MemberReference,MemberReference,nextDouble(),StatementExpression,MemberReference,MemberReference,MemberReference,ReturnStatement,MemberReference,isUseCollisionAvoidance,BasicType,ReturnStatement,MemberReference,setUseCollisionAvoidance,useCollisionAvoidance,BasicType,StatementExpression,MemberReference,MemberReference,isUseExponentialBackOff,BasicType,ReturnStatement,MemberReference,setUseExponentialBackOff,useExponentialBackOff,BasicType,StatementExpression,MemberReference,MemberReference,getRandomNumberGenerator,ReferenceType,IfStatement,MemberReference,BlockStatement,StatementExpression,MemberReference,Random,ReferenceType,ReturnStatement,MemberReference,ReferenceType,ReferenceType
org.apache.camel.processor.Resequencer	Resequencer,ReferenceType,VariableDeclarator,getLog(),ReferenceType,ReferenceType,VariableDeclarator,ReferenceType,VariableDeclarator,ReferenceType,ReferenceType,VariableDeclarator,BasicType,VariableDeclarator,BasicType,VariableDeclarator,ReferenceType,VariableDeclarator,ReferenceType,VariableDeclarator,Resequencer,endpoint,ReferenceType,processor,ReferenceType,expression,ReferenceType,ReferenceType,StatementExpression,MemberReference,MemberReference,createSet(),MemberReference,Resequencer,endpoint,ReferenceType,processor,ReferenceType,expressions,ReferenceType,ReferenceType,ReferenceType,StatementExpression,MemberReference,MemberReference,createSet(),MemberReference,Resequencer,endpoint,ReferenceType,processor,ReferenceType,set,ReferenceType,ReferenceType,StatementExpression,MemberReference,MemberReference,StatementExpression,MemberReference,MemberReference,StatementExpression,MemberReference,MemberReference,toString,ReferenceType,ReturnStatement,MemberReference,run,StatementExpression,debug(),WhileStatement,isStopped(),isStopping(),BlockStatement,TryStatement,StatementExpression,processBatch(),CatchClause,e,StatementExpression,getExceptionHandler(),handleException(),MemberReference,StatementExpression,clear(),getExceptionHandler,ReferenceType,IfStatement,MemberReference,BlockStatement,StatementExpression,MemberReference,LoggingExceptionHandler,ReferenceType,getClass(),ReturnStatement,MemberReference,setExceptionHandler,exceptionHandler,ReferenceType,StatementExpression,MemberReference,MemberReference,getBatchSize,BasicType,ReturnStatement,MemberReference,setBatchSize,batchSize,BasicType,StatementExpression,MemberReference,MemberReference,getBatchTimeout,BasicType,ReturnStatement,MemberReference,setBatchTimeout,batchTimeout,BasicType,StatementExpression,MemberReference,MemberReference,processBatch,BasicType,VariableDeclarator,currentTimeMillis(),BasicType,VariableDeclarator,MemberReference,MemberReference,ForStatement,ForControl,BasicType,VariableDeclarator,MemberReference,MemberReference,MemberReference,BlockStatement,BasicType,VariableDeclarator,MemberReference,currentTimeMillis(),ReferenceType,VariableDeclarator,receive(),MemberReference,IfStatement,MemberReference,BlockStatement,BreakStatement,StatementExpression,add(),MemberReference,IfStatement,isDebugEnabled(),BlockStatement,StatementExpression,debug(),MemberReference,MemberReference,MemberReference,ReferenceType,ReferenceType,VariableDeclarator,iterator(),WhileStatement,hasNext(),BlockStatement,ReferenceType,VariableDeclarator,next(),StatementExpression,remove(),StatementExpression,process(),MemberReference,doStart,StatementExpression,MemberReference,createPollingConsumer(),StatementExpression,startServices(),MemberReference,MemberReference,ReferenceType,VariableDeclarator,Thread,ReferenceType,StatementExpression,start(),doStop,StatementExpression,stopServices(),MemberReference,MemberReference,StatementExpression,MemberReference,createSet,ReferenceType,ReferenceType,expression,ReferenceType,ReferenceType,ReturnStatement,createSet(),ExpressionComparator,ReferenceType,ReferenceType,MemberReference,createSet,ReferenceType,ReferenceType,expressions,ReferenceType,ReferenceType,ReferenceType,IfStatement,size(),BlockStatement,ReturnStatement,createSet(),get(),ReturnStatement,createSet(),ExpressionListComparator,ReferenceType,ReferenceType,MemberReference,createSet,ReferenceType,ReferenceType,comparator,ReferenceType,ReferenceType,ReturnStatement,TreeSet,ReferenceType,ReferenceType,MemberReference,ReferenceType,ReferenceType
org.apache.camel.processor.SendProcessor	SendProcessor,ReferenceType,VariableDeclarator,ReferenceType,VariableDeclarator,SendProcessor,destination,ReferenceType,StatementExpression,MemberReference,MemberReference,doStop,IfStatement,MemberReference,BlockStatement,TryStatement,StatementExpression,stop(),StatementExpression,MemberReference,doStart,StatementExpression,MemberReference,createProducer(),process,exchange,ReferenceType,IfStatement,MemberReference,BlockStatement,ThrowStatement,IllegalStateException,ReferenceType,StatementExpression,process(),MemberReference,getDestination,ReferenceType,ReturnStatement,MemberReference,toString,ReferenceType,ReturnStatement,MemberReference,ReferenceType,ReferenceType,ReferenceType
org.apache.camel.processor.Splitter	Splitter,ReferenceType,VariableDeclarator,ReferenceType,VariableDeclarator,Splitter,destination,ReferenceType,expression,ReferenceType,StatementExpression,MemberReference,MemberReference,StatementExpression,MemberReference,MemberReference,StatementExpression,notNull(),MemberReference,StatementExpression,notNull(),MemberReference,toString,ReferenceType,ReturnStatement,MemberReference,MemberReference,process,exchange,ReferenceType,ReferenceType,VariableDeclarator,evaluate(),MemberReference,ReferenceType,VariableDeclarator,iterator(),MemberReference,WhileStatement,hasNext(),BlockStatement,ReferenceType,VariableDeclarator,next(),ReferenceType,VariableDeclarator,copy(),StatementExpression,getIn(),setBody(),MemberReference,StatementExpression,process(),MemberReference,doStart,StatementExpression,startServices(),MemberReference,doStop,StatementExpression,stopServices(),MemberReference,ReferenceType,ReferenceType
org.apache.camel.processor.idempotent.IdempotentConsumer	IdempotentConsumer,ReferenceType,VariableDeclarator,getLog(),ReferenceType,ReferenceType,ReferenceType,VariableDeclarator,ReferenceType,VariableDeclarator,ReferenceType,VariableDeclarator,IdempotentConsumer,messageIdExpression,ReferenceType,ReferenceType,messageIdRepository,ReferenceType,nextProcessor,ReferenceType,StatementExpression,MemberReference,MemberReference,StatementExpression,MemberReference,MemberReference,StatementExpression,MemberReference,MemberReference,toString,ReferenceType,ReturnStatement,MemberReference,MemberReference,MemberReference,process,exchange,ReferenceType,ReferenceType,VariableDeclarator,evaluateAsString(),MemberReference,MemberReference,IfStatement,MemberReference,BlockStatement,ThrowStatement,NoMessageIdException,ReferenceType,MemberReference,MemberReference,IfStatement,contains(),MemberReference,BlockStatement,StatementExpression,process(),MemberReference,BlockStatement,StatementExpression,onDuplicateMessage(),MemberReference,MemberReference,getMessageIdExpression,ReferenceType,ReferenceType,ReturnStatement,MemberReference,getMessageIdRepository,ReferenceType,ReturnStatement,MemberReference,getNextProcessor,ReferenceType,ReturnStatement,MemberReference,doStart,StatementExpression,startServices(),MemberReference,doStop,StatementExpression,stopServices(),MemberReference,onDuplicateMessage,exchange,ReferenceType,messageId,ReferenceType,IfStatement,isDebugEnabled(),BlockStatement,StatementExpression,debug(),MemberReference,MemberReference,ReferenceType,ReferenceType
org.apache.camel.processor.idempotent.MemoryMessageIdRepository	MemoryMessageIdRepository,ReferenceType,VariableDeclarator,memoryMessageIdRepository,ReferenceType,ReturnStatement,memoryMessageIdRepository(),HashMap,ReferenceType,memoryMessageIdRepository,ReferenceType,cacheSize,BasicType,ReturnStatement,memoryMessageIdRepository(),LRUCache,ReferenceType,MemberReference,memoryMessageIdRepository,ReferenceType,cache,ReferenceType,ReturnStatement,MemoryMessageIdRepository,ReferenceType,MemberReference,MemoryMessageIdRepository,set,ReferenceType,StatementExpression,MemberReference,MemberReference,contains,BasicType,messageId,ReferenceType,SynchronizedStatement,MemberReference,IfStatement,containsKey(),MemberReference,BlockStatement,ReturnStatement,BlockStatement,StatementExpression,put(),MemberReference,MemberReference,ReturnStatement,ReferenceType
org.apache.camel.processor.idempotent.MessageIdRepository	MessageIdRepository,contains,BasicType,messageId,ReferenceType
org.apache.camel.processor.idempotent.NoMessageIdException	NoMessageIdException,ReferenceType,VariableDeclarator,ReferenceType,VariableDeclarator,NoMessageIdException,exchange,ReferenceType,expression,ReferenceType,StatementExpression,MemberReference,MemberReference,StatementExpression,MemberReference,MemberReference,StatementExpression,MemberReference,MemberReference,getExchange,ReferenceType,ReturnStatement,MemberReference,getExpression,ReferenceType,ReturnStatement,MemberReference,ReferenceType
org.apache.camel.processor.loadbalancer.LoadBalancer	LoadBalancer,addProcessor,processor,ReferenceType,removeProcessor,processor,ReferenceType,getProcessors,ReferenceType,ReferenceType,ReferenceType
org.apache.camel.processor.loadbalancer.LoadBalancerSupport	LoadBalancerSupport,ReferenceType,ReferenceType,VariableDeclarator,CopyOnWriteArrayList,ReferenceType,ReferenceType,addProcessor,processor,ReferenceType,StatementExpression,add(),MemberReference,removeProcessor,processor,ReferenceType,StatementExpression,remove(),MemberReference,getProcessors,ReferenceType,ReferenceType,ReturnStatement,MemberReference,ReferenceType
org.apache.camel.processor.loadbalancer.QueueLoadBalancer	QueueLoadBalancer,process,exchange,ReferenceType,ReferenceType,ReferenceType,VariableDeclarator,getProcessors(),IfStatement,isEmpty(),BlockStatement,ThrowStatement,IllegalStateException,ReferenceType,MemberReference,ReferenceType,VariableDeclarator,chooseProcessor(),MemberReference,MemberReference,IfStatement,MemberReference,BlockStatement,ThrowStatement,IllegalStateException,ReferenceType,MemberReference,BlockStatement,StatementExpression,process(),MemberReference,chooseProcessor,ReferenceType,processors,ReferenceType,ReferenceType,exchange,ReferenceType,ReferenceType
org.apache.camel.processor.loadbalancer.RandomLoadBalancer	RandomLoadBalancer,chooseProcessor,ReferenceType,processors,ReferenceType,ReferenceType,exchange,ReferenceType,BasicType,VariableDeclarator,size(),WhileStatement,BlockStatement,BasicType,VariableDeclarator,BasicType,round(),random(),MemberReference,IfStatement,MemberReference,MemberReference,BlockStatement,ReturnStatement,get(),MemberReference,ReferenceType
org.apache.camel.processor.loadbalancer.RoundRobinLoadBalancer	RoundRobinLoadBalancer,BasicType,VariableDeclarator,chooseProcessor,ReferenceType,processors,ReferenceType,ReferenceType,exchange,ReferenceType,BasicType,VariableDeclarator,size(),IfStatement,MemberReference,MemberReference,BlockStatement,StatementExpression,MemberReference,ReturnStatement,get(),MemberReference,ReferenceType
org.apache.camel.processor.loadbalancer.StickyLoadBalancer	StickyLoadBalancer,ReferenceType,ReferenceType,VariableDeclarator,ReferenceType,VariableDeclarator,BasicType,VariableDeclarator,ReferenceType,ReferenceType,ReferenceType,VariableDeclarator,HashMap,ReferenceType,ReferenceType,ReferenceType,StickyLoadBalancer,correlationExpression,ReferenceType,ReferenceType,StatementExpression,MemberReference,RoundRobinLoadBalancer,ReferenceType,StickyLoadBalancer,correlationExpression,ReferenceType,ReferenceType,loadBalancer,ReferenceType,StatementExpression,MemberReference,MemberReference,StatementExpression,MemberReference,MemberReference,chooseProcessor,ReferenceType,processors,ReferenceType,ReferenceType,exchange,ReferenceType,ReferenceType,VariableDeclarator,evaluate(),MemberReference,ReferenceType,VariableDeclarator,getStickyKey(),MemberReference,ReferenceType,VariableDeclarator,SynchronizedStatement,MemberReference,StatementExpression,MemberReference,get(),MemberReference,IfStatement,MemberReference,BlockStatement,StatementExpression,MemberReference,chooseProcessor(),MemberReference,MemberReference,StatementExpression,put(),MemberReference,MemberReference,ReturnStatement,MemberReference,removeProcessor,processor,ReferenceType,SynchronizedStatement,MemberReference,ReferenceType,ReferenceType,ReferenceType,ReferenceType,ReferenceType,VariableDeclarator,entrySet(),iterator(),WhileStatement,hasNext(),BlockStatement,ReferenceType,ReferenceType,ReferenceType,ReferenceType,VariableDeclarator,next(),IfStatement,equals(),getValue(),BlockStatement,StatementExpression,remove(),StatementExpression,removeProcessor(),MemberReference,getNumberOfHashGroups,BasicType,ReturnStatement,MemberReference,setNumberOfHashGroups,numberOfHashGroups,BasicType,StatementExpression,MemberReference,MemberReference,getStickyKey,ReferenceType,value,ReferenceType,BasicType,VariableDeclarator,IfStatement,MemberReference,BlockStatement,StatementExpression,MemberReference,hashCode(),IfStatement,MemberReference,BlockStatement,StatementExpression,MemberReference,MemberReference,MemberReference,ReturnStatement,MemberReference,ReferenceType
org.apache.camel.processor.loadbalancer.TopicLoadBalancer	TopicLoadBalancer,process,exchange,ReferenceType,ReferenceType,ReferenceType,VariableDeclarator,getProcessors(),ForStatement,EnhancedForControl,ReferenceType,VariableDeclarator,MemberReference,BlockStatement,ReferenceType,VariableDeclarator,copyExchangeStrategy(),MemberReference,MemberReference,StatementExpression,process(),MemberReference,copyExchangeStrategy,ReferenceType,processor,ReferenceType,exchange,ReferenceType,ReturnStatement,copy(),ReferenceType
org.apache.camel.spi.ComponentResolver	ComponentResolver,resolveComponent,ReferenceType,ReferenceType,name,ReferenceType,context,ReferenceType,ReferenceType
org.apache.camel.spi.ExceptionHandler	ExceptionHandler,handleException,exception,ReferenceType
org.apache.camel.spi.ExchangeConverter	ExchangeConverter,convertTo,ReferenceType,type,ReferenceType,ReferenceType,exchange,ReferenceType
org.apache.camel.spi.Injector	Injector,newInstance,ReferenceType,type,ReferenceType,ReferenceType
org.apache.camel.spi.Marshaller	Marshaller,marshal,graph,ReferenceType,stream,ReferenceType
org.apache.camel.spi.Policy	Policy,wrap,ReferenceType,processor,ReferenceType
org.apache.camel.spi.Unmarshaller	Unmarshaller,unmarshal,ReferenceType,stream,ReferenceType
org.apache.camel.spi.XmlMarshaller	XmlMarshaller,marshal,object,ReferenceType,result,ReferenceType,StatementExpression,marshal(),MemberReference,StreamResult,ReferenceType,MemberReference,marshal,object,ReferenceType,result,ReferenceType,ReferenceType
org.apache.camel.spi.XmlUnmarshaller	XmlUnmarshaller,unmarshal,ReferenceType,stream,ReferenceType,ReturnStatement,unmarshal(),StreamSource,ReferenceType,MemberReference,unmarshal,ReferenceType,stream,ReferenceType,ReferenceType
